Keyword,Reason,Analysis,AU,BR,CA,DE,ES,EU,FR,IT,JP,MX,NL,SE,UAE,UK,US
Zimmer frame,Trademark Terms,"Zimmer frame is flagged as a trademark term, indicating potential intellectual property issues. Unauthorized use of trademarked terms can lead to legal complications.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Zinacef,Prescription Antibiotics cannot be sold,"Zinacef is a prescription antibiotic, and its sale is restricted to prevent misuse and ensure it is used under medical supervision to avoid antibiotic resistance.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Zinnat,Prescription Antibiotics cannot be sold,"The keyword 'Zinnat' is flagged because it refers to a prescription antibiotic, which cannot be sold without a prescription. This is a universal restriction applicable in all regions to prevent misuse and ensure proper medical supervision.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Ziploc,Trademark Terms,"The keyword 'Ziploc' is flagged as it is a trademarked term. Unauthorized use of trademarked terms can lead to legal issues, hence the need for caution in its usage.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
ZiRanTang Slimming Breakfast Slimming Biscuit & Brazil Black Coffee,Tainted Products,"This keyword is flagged due to its association with tainted products. Such products may contain harmful or undisclosed ingredients, posing health risks to consumers.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Zithromax,Prescription Drugs & Ingredients - cannot be sold|Prescription Antibiotics cannot be sold,"The keyword 'Zithromax' is flagged because it refers to a prescription drug and antibiotic, which cannot be sold without a prescription. This restriction is in place globally to ensure safe and appropriate use under medical guidance.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
ZlimXter,Prohibited Supplement Products,"ZlimXter is flagged due to its classification as a prohibited supplement product. Such products may contain ingredients that are not approved for sale or consumption, potentially posing health risks.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Zodiac,Trademark Terms,"Zodiac is flagged as a trademark term. This indicates that the term is protected by intellectual property laws, and unauthorized use could lead to legal issues.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Zoloft,Prescription Drugs & Ingredients - cannot be sold,"Zoloft is a prescription drug, and its sale is restricted to prevent misuse and ensure it is only used under medical supervision.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Zolpeadem,Prohibited Supplement Products,"Zolpeadem is flagged as a prohibited supplement product, suggesting it may contain unapproved or harmful ingredients.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Zolpidem Tartrate,Prescription Drugs & Ingredients - cannot be sold,"Zolpidem Tartrate is a prescription drug, and its sale is restricted to ensure it is used safely and under medical guidance.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Zomacton,Growth Hormones - not allowed to be sold,"Zomacton is a growth hormone, and its sale is prohibited to prevent misuse and potential health risks associated with unsupervised use.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Zoom-Zooma-Zoom,Sexual Enhancement Products - prohibited,"Zoom-Zooma-Zoom is flagged as a sexual enhancement product, which are often prohibited due to potential health risks and unverified claims.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Zoonotic enteric,CDC Diseases - analyze to see if this is a claim,Zoonotic enteric is flagged for potential claims related to CDC diseases. It requires careful analysis to ensure no misleading health claims are made.,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Zoonotic Hookworm,CDC Diseases - analyze to see if this is a claim,Zoonotic Hookworm is flagged for potential claims related to CDC diseases. It needs to be analyzed to ensure compliance with health claim regulations.,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Zorbtive,Growth Hormones - not allowed to be sold,"Zorbtive is a growth hormone, and its sale is prohibited to prevent misuse and ensure it is only used under appropriate medical supervision.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Zoster,CDC Diseases - analyze to see if this is a claim,"Zoster refers to shingles, a disease caused by the reactivation of the varicella-zoster virus. It is listed under CDC diseases, indicating it is a recognized medical condition. The analysis should confirm if any claims made about Zoster are medically substantiated.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Zotrex,Sexual Enhancement Products - prohibited,"Zotrex is flagged under sexual enhancement products, which are often prohibited due to potential health risks and lack of regulatory approval. The keyword should be monitored for claims that could mislead consumers.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
ZR dietary capsules,Prohibited Supplement Products,"This keyword is flagged as a prohibited supplement product, likely due to unverified health claims or ingredients that may not be approved by health authorities. It should be scrutinized for compliance with health regulations.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
ZXT Gold,Prohibited Supplement Products,"ZXT Gold is flagged as a prohibited supplement product, suggesting it may contain unapproved ingredients or make unverified health claims. It should be evaluated for compliance with health and safety standards.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
ZXT Gold Infinity,Prohibited Supplement Products,"Similar to ZXT Gold, ZXT Gold Infinity is flagged as a prohibited supplement product. It should be checked for any misleading health claims or unapproved ingredients.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Zygomycosis,CDC Diseases - analyze to see if this is a claim,"Zygomycosis is a rare but serious fungal infection. As a CDC-listed disease, any claims related to it should be medically accurate and substantiated to avoid misinformation.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Zyloprim,Prescription Drugs & Ingredients - cannot be sold,"Zyloprim is a prescription drug used to treat gout. It cannot be sold without a prescription, and any unauthorized sale or promotion should be flagged for regulatory compliance.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Zymar,Prescription Antibiotics cannot be sold,"Zymar is a prescription antibiotic, and its sale is restricted to prevent misuse and antibiotic resistance. Unauthorized sales should be monitored and flagged.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Zyogin,Sexual Enhancement Products - prohibited,"Zyogin is categorized under sexual enhancement products, which are often prohibited due to potential health risks and lack of regulatory approval. It should be monitored for misleading claims.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Zyprexa,Prescription Drugs & Ingredients - cannot be sold,"Zyprexa is a prescription medication used to treat mental health conditions such as schizophrenia and bipolar disorder. Due to its classification as a prescription drug, it cannot be sold without proper authorization and prescription, ensuring safety and compliance with medical regulations.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Zyrexin,Sexual Enhancement Products - prohibited,"Zyrexin is marketed as a sexual enhancement product. Such products are often flagged due to potential health risks, lack of regulatory approval, and misleading claims. They are prohibited to protect consumers from unverified and potentially harmful substances.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Zytenz,Sexual Enhancement Products - prohibited,"Zytenz is another product in the sexual enhancement category. Similar to Zyrexin, it is prohibited due to concerns over safety, efficacy, and regulatory compliance, as these products often lack scientific validation and can pose health risks.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
Zyvox,Prescription Antibiotics cannot be sold,"Zyvox is a prescription antibiotic used to treat bacterial infections. As a prescription medication, it cannot be sold without a valid prescription to ensure proper use and to prevent antibiotic resistance.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
α-Methyl styrene,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations","α-Methyl styrene is a chemical compound that falls under California Proposition 65 regulations, which require businesses to provide warnings about significant exposures to chemicals that cause cancer, birth defects, or other reproductive harm. Proper labeling and compliance with local regulations are necessary when offering this product.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
α-Methyl styrene (alpha-Methylstyrene),"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations","This is another reference to α-Methyl styrene, emphasizing the need for compliance with California Proposition 65 and local regulations to ensure consumer safety and legal adherence.",ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL
1 Day Diet,Prohibited Supplement Products,This keyword is associated with prohibited supplement products in the US. It likely refers to a diet product that does not comply with US regulations.,,,,,,,,,,,,,,,YES
"1–acetyl–3,3–bis (p–hydroxyphenyl) oxindole diacetate",Int'l - Canada prohibits,"This chemical is prohibited in Canada and the UK, indicating it may pose health or environmental risks that these countries have deemed unacceptable. Businesses should ensure compliance with local regulations when dealing with this substance.",,,YES,,,,,,,,,,,,
"1–acetyl–3,3–bis (p–hydroxyphenyl) oxindole diacetate",Int'l - UK prohibits,"This chemical is prohibited in Canada and the UK, indicating it may pose health or environmental risks that these countries have deemed unacceptable. Businesses should ensure compliance with local regulations when dealing with this substance.",,,,,,,,,,,,,,YES,
10-HDA,Int'l Brazil - Prohibited Ingredient - Maximum allowed dose: 25 mg,Prohibited ingredient in Brazil with a maximum allowed dose of 25 mg. Ensure compliance with local regulations when offering products containing this ingredient.,,YES,,,,,,,,,,,,,
2-(4-tert-butylbenzyl) propionaldehyde,prohibited substance in the EU and UK,"This substance is prohibited in the EU and UK, meaning it cannot be used or sold in these regions. Businesses must ensure compliance with these regulations.",,,,,,YES,,,,,,,,,
4'ethoxyacetanilide,Int'l - Canada prohibits,"Prohibited in the UK, this chemical cannot be offered in the UK market. Compliance with this regulation is necessary to avoid legal issues.",,,YES,,,,,,,,,,,,
4'ethoxyacetanilide,Int'l - UK prohibits,"Prohibited in the UK, this chemical cannot be offered in the UK market. Compliance with this regulation is necessary to avoid legal issues.",,,,,,,,,,,,,,YES,
5-HTP,"Is an unauthorised novel food. Regardless of whether it is chemically synthesised or selectively extracted from Griffonia simplicifolia seeds, is considered a novel food in the UK. The restriction covers extracts of Griffonia simplicifolia seeds with levels of 5-HTP higher than naturally occurring in the seeds. ","5-HTP, short for 5-Hydroxy Tryptophan, is flagged as a prohibited ingredient in the UAE. This aligns with the prohibition of 5-Hydroxy Tryptophan, indicating regulatory restrictions on its use in supplements or pharmaceuticals.",,,,,,,,,,,,,,YES,
5-hydroxytryptofaan,"Is an unauthorised novel food. Regardless of whether it is chemically synthesised or selectively extracted from Griffonia simplicifolia seeds, is considered a novel food in the UK. The restriction covers extracts of Griffonia simplicifolia seeds with levels of 5-HTP higher than naturally occurring in the seeds. ","This keyword is flagged because 5-hydroxytryptofaan is considered an unauthorized novel food in the UK. It is restricted due to its extraction from Griffonia simplicifolia seeds, which can result in higher levels of 5-HTP than naturally occurring. This restriction applies regardless of the method of synthesis or extraction.",,,,,,,,,,,,,,YES,
5-hydroxytryptophan,"Is an unauthorised novel food. Regardless of whether it is chemically synthesised or selectively extracted from Griffonia simplicifolia seeds, is considered a novel food in the UK. The restriction covers extracts of Griffonia simplicifolia seeds with levels of 5-HTP higher than naturally occurring in the seeds. ","Similar to 5-hydroxytryptofaan, 5-hydroxytryptophan is flagged as an unauthorized novel food in the UK. The restriction is due to its potential high concentration when extracted from Griffonia simplicifolia seeds, exceeding natural levels.",,,,,,,,,,,,,,YES,
7-Keto-DHEA,Int'l Brazil - Prohibited Ingredient,This keyword is flagged due to its status as a prohibited ingredient in Brazil. It is important to ensure compliance with local regulations when dealing with such substances.,,YES,,,,,,,,,,,,,
Abrus precatorius (seeds and roots),Int'l Brazil - Prohibited Ingredient,No analysis available,,YES,,,,,,,,,,,,,
Aceto-p-phenetidide,Int'l - Canada prohibits,"This substance is prohibited in Canada, reflecting international regulatory differences. Sellers must comply with Canadian regulations to avoid legal issues.",,,YES,,,,,,,,,,,,
Aceto–p–phenetidide,Int'l - UK prohibits,This keyword is flagged because it is prohibited in the UK. It is important to ensure that this substance is not included in products offered in the UK market.,,,,,,,,,,,,,,YES,
acetophenetidin,Int'l - Canada prohibits,"This keyword is flagged twice, once for being prohibited in Canada and once for the UK. Products containing this substance should not be offered in these regions.",,,YES,,,,,,,,,,,,
acetophenetidin,Int'l - UK prohibits,"This keyword is flagged twice, once for being prohibited in Canada and once for the UK. Products containing this substance should not be offered in these regions.",,,,,,,,,,,,,,YES,
Acetphenolisatin,Int'l - Canada prohibits,This keyword is flagged for being prohibited in both Canada and the UK. Ensure that products containing this substance are not available in these markets.,,,YES,,,,,,,,,,,,
Acetphenolisatin,Int'l - UK prohibits,This keyword is flagged for being prohibited in both Canada and the UK. Ensure that products containing this substance are not available in these markets.,,,,,,,,,,,,,,YES,
acetylphenetidin,Int'l - Canada prohibits,"Similar to acetophenetidin, this keyword is flagged for being prohibited in Canada and the UK. Avoid offering products with this substance in these regions.",,,YES,,,,,,,,,,,,
acetylphenetidin,Int'l - UK prohibits,"Similar to acetophenetidin, this keyword is flagged for being prohibited in Canada and the UK. Avoid offering products with this substance in these regions.",,,,,,,,,,,,,,YES,
acido folico,IT Maximum daily allowance = 400 mcg. Source: Italian Ministry of Health (Sept 2021),"The keyword is flagged for the EU region due to the same reason as Italy, ensuring compliance with the maximum daily allowance of 400 mcg.",,,,,,,,YES,,,,,,,
acido folico,IT Maximum daily allowance = 400 mcg. Source: Italian Ministry of Health (Sept 2021),"The keyword is flagged for the EU region due to the same reason as Italy, ensuring compliance with the maximum daily allowance of 400 mcg.",,,,,,YES,,,,,,,,,
acido pantotenico,IT Maximum daily allowance = 18 mg. Source: Italian Ministry of Health (Sept 2021),"Similar to the Italian regulation, this keyword is flagged for the EU region to ensure compliance with the maximum daily allowance of 18 mg.",,,,,,,,YES,,,,,,,
acido pantotenico,IT Maximum daily allowance = 18 mg. Source: Italian Ministry of Health (Sept 2021),"Similar to the Italian regulation, this keyword is flagged for the EU region to ensure compliance with the maximum daily allowance of 18 mg.",,,,,,YES,,,,,,,,,
Aconitum napellus,Int'l - UK prohibits,"Aconitum napellus, also known as monkshood, is a plant known for its toxic properties. It is flagged as prohibited in the UAE, likely due to its potential toxicity and risk of poisoning.",,,,,,,,,,,,,,YES,
Acorus calamus,Int'l Brazil - Prohibited Ingredient,Acorus calamus is flagged in Brazil as a prohibited ingredient due to concerns over its safety and potential carcinogenic properties.,,YES,,,,,,,,,,,,,
Acorus calamus (non-homeopathic),Int'l - Canada prohibits,"The UK prohibits non-homeopathic Acorus calamus due to safety concerns, including its potential carcinogenic effects. It is flagged to ensure compliance with UK regulations.",,,YES,,,,,,,,,,,,
Acorus calamus (non-homeopathic),Int'l - UK prohibits,"The UK prohibits non-homeopathic Acorus calamus due to safety concerns, including its potential carcinogenic effects. It is flagged to ensure compliance with UK regulations.",,,,,,,,,,,,,,YES,
Adenosine,Int'l Brazil - Prohibited Ingredient - Maximum allowed dose: 1.2 mg,Flagged as a prohibited ingredient in Brazil with a maximum allowed dose of 1.2 mg. This indicates regulatory restrictions on its use in products within this region.,,YES,,,,,,,,,,,,,
African cherry,Int'l - UK prohibits,"The keyword is flagged because the UK prohibits the use of African cherry. This suggests regulatory restrictions in the UK, possibly due to safety or efficacy concerns.",,,,,,,,,,,,,,YES,
African plum,"Int'l - UK Restrictions - 200 mg MD, 600 mg MDD; no external use.","This keyword is flagged due to UK restrictions on dosage limits (200 mg MD, 600 mg MDD) and prohibition of external use. This indicates specific regulatory guidelines in the UK to ensure consumer safety.",,,,,,,,,,,,,,YES,
African prune,"Int'l - UK Restrictions - 200 mg MD, 600 mg MDD; no external use.","Similar to African plum, this keyword is flagged due to UK restrictions on dosage limits and prohibition of external use, highlighting regulatory measures to control its use.",,,,,,,,,,,,,,YES,
African snakeroot,Int'l - UK prohibits,The keyword is flagged because the UK prohibits its use. This suggests that there may be safety or health concerns associated with African snakeroot in the UK.,,,,,,,,,,,,,,YES,
African tree,Int'l - UK prohibits,"Flagged due to UK prohibition, this keyword suggests that the use of African tree is not allowed in the UK, possibly due to safety or regulatory reasons.",,,,,,,,,,,,,,YES,
Agathosma,Int'l - UK prohibits,"This keyword is flagged because the ingredient is prohibited in the UK. Products containing Agathosma cannot be marketed in the UK, making it a compliance issue for that region.",,,,,,,,,,,,,,YES,
Ageratum conyzoides,Int'l Brazil - Prohibited Ingredient,"Flagged due to its status as a prohibited ingredient in Brazil, this keyword indicates a product that cannot be legally sold in that country, posing a compliance risk.",,YES,,,,,,,,,,,,,
Agnus castus,Int'l - UK prohibits,"This keyword is flagged because the ingredient is prohibited in the UK. Products containing Agnus castus are not compliant with UK regulations, posing a risk for marketing in that region.",,,,,,,,,,,,,,YES,
Ague tree,Int'l - UK prohibits,The keyword 'Ague tree' is flagged because it is prohibited in the UK. This suggests that the plant or its derivatives might be restricted due to potential health risks or environmental concerns.,,,,,,,,,,,,,,YES,
Agueweed,Int'l - UK prohibits,"Similar to 'Ague tree', 'Agueweed' is also prohibited in the UK. This indicates a regulatory stance against certain plant species that may pose health or ecological threats.",,,,,,,,,,,,,,YES,
"Akebia, all species",Int'l - Canada prohibits,"This keyword is flagged for being prohibited in the UK, indicating that all species of Akebia are not allowed due to potential health risks or regulatory non-compliance.",,,YES,,,,,,,,,,,,
"Akebia, all species",Int'l - UK prohibits,"This keyword is flagged for being prohibited in the UK, indicating that all species of Akebia are not allowed due to potential health risks or regulatory non-compliance.",,,,,,,,,,,,,,YES,
Akg Fury,Int'l Brazil - Prohibited Ingredient,"Flagged for containing a 'Prohibited Ingredient' in Brazil, suggesting that the product includes substances not approved for use in the country, potentially due to safety concerns.",,YES,,,,,,,,,,,,,
Al-Kahl,Prohibitied Ingredient in eye makeup,"This ingredient is banned in eye makeup products in France due to safety concerns, possibly related to irritation or toxicity.",,,,,,,YES,,,,,,,,
alanine,Int'l Brazil - Prohibited Ingredient - Maximum allowed dose: 3320 mg,"In Brazil, alanine is restricted to a maximum dose of 3320 mg due to potential health risks at higher doses. This regulation is specific to Brazil.",,YES,,,,,,,,,,,,,
Alchemilla vulgaris,Int'l - UK prohibits,"This keyword is flagged because the UK prohibits the use of Alchemilla vulgaris, commonly known as lady's mantle, in certain products. It is important to comply with UK regulations when dealing with this ingredient.",,,,,,,,,,,,,,YES,
Alder buckthorn,Int'l - UK prohibits,"Alder buckthorn is prohibited in the UK, likely due to its potential toxicity or environmental impact. Businesses must ensure compliance with UK regulations when using this plant.",,,,,,,,,,,,,,YES,
"Aleurites fordii (leaves, fruits, seeds)",Int'l Brazil - Prohibited Ingredient,No analysis available,,YES,,,,,,,,,,,,,
Aleurites moluccanus (seeds and fruits),Int'l Brazil - Prohibited Ingredient,No analysis available,,YES,,,,,,,,,,,,,
Alkanet,Int'l - UK prohibits,"Alkanet is prohibited in the UK, likely due to its potential health risks or regulatory concerns. Businesses must ensure compliance with UK regulations when using this ingredient.",,,,,,,,,,,,,,YES,
Alkanna tinctoria,Int'l - UK prohibits,"This keyword is flagged due to its prohibition in the UK. Alkanna tinctoria, also known as alkanet, is a plant whose root is used for dyeing purposes. The prohibition may be due to regulatory concerns regarding its use or importation.",,,,,,,,,,,,,,YES,
All Vitamist Sprays,Other Prohibited Supplement Products,This keyword is flagged due to its association with prohibited supplement products in the EU. The restriction may be due to regulatory concerns about the safety or efficacy of these products.,,,,,,YES,,,,,,,,,
Allamanda cathartica,Int'l Brazil - Prohibited Ingredient,This keyword is flagged in Brazil due to the presence of a prohibited ingredient. Products containing this ingredient cannot be sold in the Brazilian market.,,YES,,,,,,,,,,,,,
Allicin,Int'l Brazil - Prohibited Ingredient - Maximum allowed dose: 3 mg,"In Brazil, 'Allicin' is flagged due to its status as a prohibited ingredient with a maximum allowed dose of 3 mg. Products exceeding this dosage cannot be sold in the Brazilian market.",,YES,,,,,,,,,,,,,
Aloe barbadensis,Int'l - UK Restrictions - no internal use; external 20.0% and below,Aloe barbadensis is restricted in the UK for internal use and is limited to 20% concentration for external use. This is due to safety regulations concerning its application and potential health risks.,,,,,,,,,,,,,,YES,
Aloe vera,Int'l - UK prohibits - supplements,Aloe vera is prohibited in the UK when used in supplements. This restriction is likely due to concerns over its safety and efficacy when ingested.,,,,,,,,,,,,,,YES,
Alpha-Linolic Acid N-3,Int'l Brazil - Prohibited Ingredient - Maximum allowed dose: 2.4 g,"In Brazil, Alpha-Linolic Acid N-3 is a prohibited ingredient with a maximum allowable dose of 2.4 g. This restriction is likely due to health and safety regulations specific to Brazil.",,YES,,,,,,,,,,,,,
Amanita spp.,Int'l Brazil - Prohibited Ingredient,"This keyword is flagged as a prohibited ingredient in Brazil, indicating that products containing this ingredient are not allowed in that market.",,YES,,,,,,,,,,,,,
American pennyroyal,Int'l - UK prohibits,"American pennyroyal is prohibited in the UK due to its potential toxicity and harmful effects, especially when used in large quantities or improperly.",,,,,,,,,,,,,,YES,
Amidone,Int'l - Canada prohibits,"Amidone is flagged due to its prohibition in Canada and the UK. It is likely a controlled substance or has restrictions in these countries, necessitating compliance with local regulations.",,,YES,,,,,,,,,,,,
Amidone,Int'l - UK prohibits,"Amidone is flagged due to its prohibition in Canada and the UK. It is likely a controlled substance or has restrictions in these countries, necessitating compliance with local regulations.",,,,,,,,,,,,,,YES,
ANABOL 5,Int'l Brazil - Prohibited Ingredient,ANABOL 5 is prohibited in Brazil due to its ingredients. Sellers must comply with Brazilian regulations to avoid legal issues.,,YES,,,,,,,,,,,,,
Anabol Pack,Int'l Brazil - Prohibited Ingredient,"Similar to ANABOL 5, Anabol Pack contains ingredients that are prohibited in Brazil, necessitating compliance with local laws.",,YES,,,,,,,,,,,,,
Anabolic,"Sports Nutrition/BodyBuilding claim. Amazon will require the verification of this product through a third-party Testing, Inspection, and Certification.","In the US, products labeled as 'Anabolic' in sports nutrition or bodybuilding require third-party verification to ensure compliance with safety and efficacy standards.",,,,,,,,,,,,,,,YES
Anadenanthera macrocarpa (seeds and leaves),Int'l Brazil - Prohibited Ingredient,No analysis available,,YES,,,,,,,,,,,,,
Anadenanthera peregrina,Int'l Brazil - Prohibited Ingredient,"Similar to Anadenanthera macrocarpa, this plant is flagged due to its psychoactive properties, making it a prohibited ingredient in Brazil.",,YES,,,,,,,,,,,,,
Anamirta cocculus,Int'l - UK prohibits,This keyword is flagged because the UK prohibits the use or sale of Anamirta cocculus. It is important to ensure compliance with UK regulations when dealing with this substance.,,,,,,,,,,,,,,YES,
Anchusa arvensis,Int'l - UK prohibits,This keyword is flagged because the UK prohibits the use or sale of Anchusa arvensis. Compliance with UK regulations is necessary when dealing with this plant.,,,,,,,,,,,,,,YES,
Anchusa azurea,Int'l - UK prohibits,Anchusa azurea is flagged due to its prohibition in the UK. This indicates regulatory restrictions on the use or sale of this plant within the UK.,,,,,,,,,,,,,,YES,
Anchusa italica Retz,Int'l - UK prohibits,This keyword is flagged because the UK prohibits Anchusa italica Retz. It is essential to adhere to UK regulations regarding this plant.,,,,,,,,,,,,,,YES,
Anchusa officinalis,Int'l - UK prohibits,"This keyword is flagged because the UK prohibits the use of Anchusa officinalis, likely due to safety or regulatory concerns. It is important to ensure compliance with UK regulations when dealing with this substance.",,,,,,,,,,,,,,YES,
Androstanolone,Int'l Brazil - Prohibited Ingredient,"Flagged as a prohibited ingredient in Brazil, Androstanolone is a potent androgenic steroid. Its use is restricted due to potential health risks and regulatory standards in Brazil.",,YES,,,,,,,,,,,,,
Androstenediol,Int'l Brazil - Prohibited Ingredient,"Similar to Androstanolone, Androstenediol is flagged as a prohibited ingredient in Brazil. It is an anabolic steroid precursor, and its use is restricted due to health and regulatory concerns.",,YES,,,,,,,,,,,,,
ang-kak,Int'l - All of EU - daily concentration > 5mg (milligrams),"The keyword 'ang-kak' is flagged for exceeding daily concentration limits in the EU. This suggests that the substance may be regulated due to potential health risks, and compliance with EU regulations is necessary.",,,,,,YES,,,,,,,,,
anka,Int'l - All of EU - daily concentration > 5mg (milligrams),The keyword 'anka' is flagged for the EU region due to a restriction on daily concentration levels exceeding 5mg. This suggests that products containing 'anka' must adhere to specific concentration limits to be compliant with EU regulations.,,,,,,YES,,,,,,,,,
Anthelminthicum,Int'l - UK prohibits,"The keyword 'Anthelminthicum' is prohibited in the UK, indicating regional regulatory restrictions. Sellers should ensure compliance with local laws when listing products.",,,,,,,,,,,,,,YES,
Anthemis nobilis,Int'l - UK prohibits,"This keyword is prohibited in the UK, suggesting specific regional restrictions. Sellers should verify compliance with local regulations before listing products containing this ingredient.",,,,,,,,,,,,,,YES,
anti-inflammatory,"Amazon considers a disease claim in supplements, natural health products, cosmetics, and consumables in the US (OTC drugs, medical devices are fine)","In the US, 'anti-inflammatory' is considered a disease claim when used in supplements, natural health products, cosmetics, and consumables. It is crucial to ensure that such claims are supported by scientific evidence and comply with FDA regulations.",,,,,,,,,,,,,,,YES
Appetite,"Weight loss/management claim. Amazon will require the verification of this product through a third-party Testing, Inspection, and Certification.","The keyword 'Appetite' is flagged due to claims related to weight loss or management. Products using this keyword require verification through third-party testing, inspection, and certification, particularly in the US.",,,,,,,,,,,,,,,YES
Approuvé,"Claims and awards must be substantiated by a note in the text with certifying or awarded body, study, publication or other evidence, and year. Certification must have been granted in the last two years. Example: ""Certified by [agency name] in [year]""","The term 'Approuvé' requires substantiation of claims with evidence from a certifying body. This ensures that any claims made are credible and verified, particularly in France.",,,,,,,YES,,,,,,,,
Approvato,"Claims and awards must be substantiated by a note in the text with certifying or awarded body, study, publication or other evidence, and year. Certification must have been granted in the last two years. Example: ""Certified by [agency name] in [year]""","'Approvato' is flagged for requiring substantiation of claims with evidence from a certifying body. This is crucial for maintaining credibility, especially in Italy.",,,,,,,,YES,,,,,,,
apricot seed extract,"This product is an ingestible dietary supplements having “apricot seed extract” as an ingredient, which is prohibited as per Amazon’s Policy.",'Apricot seed extract' is prohibited in dietary supplements according to Amazon's policy due to potential health risks. It is important to comply with this policy to avoid product listing issues.,,,,,,,,,,,,,,,YES
Aprobado,"Claims and awards must be substantiated by a note in the text with certifying or awarded body, study, publication or other evidence, and year. Certification must have been granted in the last two years. Example: ""Certified by [agency name] in [year]""","'Aprobado' requires substantiation of claims with evidence from a certifying body to ensure credibility and compliance, particularly in Spain.",,,,,YES,,,,,,,,,,
"Argemone mexicana (leaves, flowers, seeds)",Int'l Brazil - Prohibited Ingredient,No analysis available,,YES,,,,,,,,,,,,,
Arginine,Int'l Brazil - Prohibited Ingredient - Maximum allowed dose: 3810 mg,"In Brazil, Arginine is a prohibited ingredient with a maximum allowed dose of 3810 mg. Sellers should ensure that products comply with this dosage limit to avoid regulatory issues.",,YES,,,,,,,,,,,,,
